CMDLINE c:\users\jslmd\.virtualenvs\xetra_1234-frdrwcuz\scripts\python.exe run.py C:/Daten/xetra_project/xetra_1234/configs/xetra_report1_config.yaml
MEM 1.804688 1625117549.0001
MEM 3.398438 1625117549.1011
MEM 3.398438 1625117549.2117
MEM 3.398438 1625117549.3215
MEM 3.398438 1625117549.4319
MEM 3.398438 1625117549.5400
MEM 3.398438 1625117549.6476
MEM 3.398438 1625117549.7569
MEM 3.398438 1625117549.8650
MEM 3.398438 1625117549.9757
MEM 3.398438 1625117550.0853
MEM 3.398438 1625117550.1936
MEM 3.398438 1625117550.3038
MEM 3.398438 1625117550.4126
MEM 3.398438 1625117550.5212
MEM 3.398438 1625117550.6311
MEM 3.398438 1625117550.7389
MEM 3.398438 1625117550.8475
MEM 3.398438 1625117550.9551
MEM 3.398438 1625117551.0641
MEM 3.398438 1625117551.1750
MEM 3.398438 1625117551.2821
MEM 3.398438 1625117551.3920
MEM 3.398438 1625117551.4998
MEM 3.398438 1625117551.6079
MEM 3.398438 1625117551.7176
MEM 3.398438 1625117551.8279
MEM 3.398438 1625117551.9375
MEM 3.398438 1625117552.0450
MEM 3.398438 1625117552.1547
MEM 3.398438 1625117552.2633
MEM 3.398438 1625117552.3736
MEM 3.398438 1625117552.4834
MEM 3.398438 1625117552.5923
MEM 3.398438 1625117552.7002
MEM 3.398438 1625117552.8091
MEM 3.398438 1625117552.9183
MEM 3.398438 1625117553.0264
MEM 3.398438 1625117553.1349
MEM 3.398438 1625117553.2453
MEM 3.398438 1625117553.3541
MEM 3.398438 1625117553.4633
MEM 3.398438 1625117553.5739
MEM 3.398438 1625117553.6829
MEM 3.398438 1625117553.7918
MEM 3.398438 1625117553.9006
MEM 3.398438 1625117554.0092
MEM 3.398438 1625117554.1182
MEM 3.398438 1625117554.2288
MEM 3.398438 1625117554.3368
MEM 3.398438 1625117554.4460
MEM 3.398438 1625117554.5556
MEM 3.398438 1625117554.6647
MEM 3.398438 1625117554.7732
MEM 3.398438 1625117554.8832
MEM 3.398438 1625117554.9918
MEM 3.398438 1625117555.1000
MEM 3.398438 1625117555.2107
MEM 3.398438 1625117555.3202
MEM 3.398438 1625117555.4284
MEM 3.398438 1625117555.5375
MEM 3.398438 1625117555.6451
MEM 3.398438 1625117555.7548
MEM 3.398438 1625117555.8647
MEM 3.398438 1625117555.9744
MEM 3.398438 1625117556.0815
MEM 3.398438 1625117556.1906
MEM 3.398438 1625117556.3016
MEM 3.398438 1625117556.4113
MEM 3.398438 1625117556.5198
MEM 3.398438 1625117556.6279
MEM 3.398438 1625117556.7372
MEM 3.398438 1625117556.8467
MEM 3.398438 1625117556.9541
MEM 3.398438 1625117557.0640
MEM 3.398438 1625117557.1735
MEM 3.398438 1625117557.2815
MEM 3.398438 1625117557.3917
MEM 3.398438 1625117557.4994
MEM 3.398438 1625117557.6104
MEM 3.398438 1625117557.7198
MEM 3.398438 1625117557.8293
MEM 3.398438 1625117557.9391
MEM 3.398438 1625117558.0477
MEM 3.398438 1625117558.1578
MEM 3.398438 1625117558.2680
MEM 3.398438 1625117558.3773
MEM 3.398438 1625117558.4878
MEM 3.398438 1625117558.5967
MEM 3.398438 1625117558.7069
MEM 3.398438 1625117558.8162
MEM 3.398438 1625117558.9231
MEM 3.398438 1625117559.0316
MEM 3.398438 1625117559.1399
MEM 3.398438 1625117559.2506
MEM 3.398438 1625117559.3591
MEM 3.398438 1625117559.4695
MEM 3.398438 1625117559.5780
MEM 3.398438 1625117559.6872
MEM 3.398438 1625117559.7964
MEM 3.398438 1625117559.9061
MEM 3.398438 1625117560.0165
