CMDLINE c:\users\jslmd\.virtualenvs\xetra_1234-frdrwcuz\scripts\python.exe run.py C:/Daten/xetra_project/xetra_1234/configs/xetra_report1_config.yml
FUNC xetra.transformers.xetra_transformer.extract 95.5977 1625117687.2983 131.8633 1625117695.2989 1
FUNC xetra.transformers.xetra_transformer.transform_report1 131.8633 1625117695.2989 135.9688 1625117696.2882 1
FUNC xetra.transformers.xetra_transformer.load 106.1016 1625117696.2982 112.7969 1625117700.9658 1
FUNC xetra.transformers.xetra_transformer.etl_report1 95.5977 1625117687.2983 112.7969 1625117700.9658 0
MEM 3.394531 1625117695.9857
MEM 3.394531 1625117696.0950
MEM 3.394531 1625117696.2051
MEM 3.394531 1625117696.3149
MEM 3.394531 1625117696.4241
MEM 3.394531 1625117696.5331
MEM 3.394531 1625117696.6426
MEM 3.394531 1625117696.7502
MEM 3.394531 1625117696.8593
MEM 3.394531 1625117696.9694
MEM 3.394531 1625117697.0801
MEM 3.394531 1625117697.1901
MEM 3.394531 1625117697.3001
MEM 3.394531 1625117697.4094
MEM 3.394531 1625117697.5194
MEM 3.394531 1625117697.6301
MEM 3.394531 1625117697.7390
MEM 3.394531 1625117697.8502
MEM 3.394531 1625117697.9593
MEM 3.394531 1625117698.0708
MEM 3.394531 1625117698.1825
MEM 3.394531 1625117698.2934
MEM 3.394531 1625117698.4027
MEM 3.394531 1625117698.5106
MEM 3.394531 1625117698.6190
MEM 3.394531 1625117698.7307
MEM 3.394531 1625117698.8416
MEM 3.394531 1625117698.9509
MEM 3.394531 1625117699.0611
MEM 3.394531 1625117699.1700
MEM 3.394531 1625117699.2794
MEM 3.394531 1625117699.3902
MEM 3.394531 1625117699.4996
MEM 3.394531 1625117699.6091
MEM 3.394531 1625117699.7198
MEM 3.394531 1625117699.8291
MEM 3.394531 1625117699.9395
MEM 3.394531 1625117700.0489
MEM 3.394531 1625117700.1574
MEM 3.394531 1625117700.2653
MEM 3.394531 1625117700.3733
MEM 3.394531 1625117700.4814
MEM 3.394531 1625117700.5899
MEM 3.394531 1625117700.6976
MEM 3.394531 1625117700.8054
MEM 3.394531 1625117700.9136
MEM 3.394531 1625117701.0220
